komnr,2015,2016,2017,2018,2019,2020,2021
5037,9.07,8.77,8.9,10.8,10.2,10.1,10.8
5038,10.47,8.99,8.6,8.2,8.4,8.1,8.1
5041,7.29,6.8,8.2,9.9,9.1,11.2,10.4
5042,9.99,9.12,9.2,7.1,7.2,6.8,9.3
5043,4.59,5.74,6.3,6.1,6.5,6.6,7.6
5044,6.52,5.62,6.3,6.2,5.4,9.6,10.2
5045,8.86,7.9,7.4,7.1,7.8,8.3,8.5
5046,7.54,9.0,7.6,9.3,7.6,6.8,7.7
5047,6.9,6.26,6.8,6.7,6.8,6.9,7.1
5049,4.9,6.0,6.9,6.6,5.9,6.5,7.5
5060,18.85,19.9,20.0,18.6,18.0,11.0,12.8
5052,3.45,4.2,4.2,6.3,6.2,5.1,4.7
5053,6.36,6.84,7.1,7.5,9.7,8.3,9.0
5054,17.33,17.79,18.8,10.8,11.8,14.2,14.5
5055,0.0,0.0,0.0,0.0,0.0,9.0,8.6
5056,0.0,0.0,0.0,0.0,0.0,15.4,14.2
5059,0.0,0.0,0.0,0.0,0.0,10.5,10.9
1804,8.78,9.06,9.5,10.2,10.9,10.6,10.6
1806,0.0,0.0,0.0,0.0,0.0,11.4,12.1
1811,13.39,15.65,12.7,10.7,12.1,12.7,11.5
1812,7.39,10.62,10.3,9.4,12.1,11.1,11.3
1813,10.05,10.24,12.3,12.1,11.1,10.9,10.8
1815,2.63,2.19,2.1,2.6,2.2,2.4,2.5
1816,8.03,5.33,6.3,9.4,8.0,5.8,11.0
1818,10.17,11.07,8.5,7.2,6.2,7.1,6.7
1820,12.48,12.31,12.2,13.7,13.1,10.7,9.6
1822,4.07,5.0,5.4,5.2,5.8,8.3,6.3
1824,9.16,8.86,9.4,10.6,11.5,12.3,12.9
1825,1.97,2.57,2.2,2.6,3.7,3.6,3.3
1826,12.8,15.3,14.7,18.3,19.6,17.3,18.4
1827,11.94,10.21,13.2,14.4,12.0,8.1,11.7
1828,2.06,2.21,2.4,2.2,2.2,13.0,19.5
1832,9.22,9.42,8.8,8.1,8.0,5.9,8.4
1833,12.67,13.38,14.1,14.8,14.1,13.3,13.3
1834,13.51,16.59,19.1,18.5,13.7,18.6,17.0
1835,15.73,7.01,6.2,5.1,6.9,6.6,6.4
1836,4.04,6.05,6.3,5.5,5.8,9.8,8.7
1837,7.62,11.33,10.3,11.5,9.2,7.1,5.7
1838,8.78,8.53,8.4,7.8,7.4,8.0,9.3
1839,8.77,8.19,8.2,9.0,8.6,10.3,7.8
1840,17.59,16.94,16.2,15.1,17.5,19.2,17.4
1841,7.59,7.72,7.8,8.5,9.1,10.6,9.7
1845,9.07,8.83,8.8,6.1,8.0,6.4,9.0
1848,3.25,5.37,5.7,4.5,6.3,7.0,8.2
1851,16.17,16.02,23.8,23.4,20.2,15.8,18.2
5412,9.18,15.16,16.7,15.2,14.0,7.6,8.3
1853,10.87,11.69,11.2,8.7,8.4,10.7,11.8
1856,1.94,3.08,1.8,1.6,1.7,2.2,1.5
1857,13.2,12.03,16.3,10.8,8.4,9.3,10.7
1859,16.23,7.9,8.1,9.4,5.1,6.2,6.7
1860,11.06,11.89,12.9,9.5,9.7,11.8,10.3
1865,12.22,12.83,14.9,12.5,12.1,10.8,10.2
1866,12.55,13.88,14.3,14.3,13.4,13.7,13.7
1867,8.29,7.98,7.9,8.6,10.8,10.9,12.1
1868,10.32,10.79,10.9,10.9,11.0,12.0,12.4
1870,4.84,5.31,7.8,7.3,7.9,8.3,8.0
1871,9.23,8.51,8.9,8.4,6.7,6.2,8.6
1874,5.2,3.75,5.4,4.6,7.5,6.5,6.6
1875,0.0,0.0,0.0,0.0,0.0,7.0,6.4
5401,14.6,14.99,15.2,14.5,14.9,14.0,13.8
5402,9.05,8.82,8.7,7.9,8.1,8.4,6.8
5403,14.23,12.38,11.3,11.4,11.3,14.6,15.9
5404,4.22,3.81,4.0,5.1,5.9,3.6,3.3
5405,13.27,14.32,13.3,10.6,10.2,11.0,11.0
5406,20.990000000000002,21.189999999999998,18.8,21.5,20.6,11.5,13.7
5411,22.74,21.28,19.8,19.4,18.2,16.4,14.6
5413,7.19,7.16,7.0,8.0,7.5,7.2,9.0
5414,12.61,13.63,14.2,13.4,12.2,10.9,10.7
5415,15.53,16.1,14.1,13.0,16.1,12.2,12.6
5416,7.57,8.68,8.8,10.9,10.2,7.4,7.9
5417,15.58,20.24,23.0,15.7,21.0,12.8,13.0
5418,12.81,15.04,14.9,13.8,12.8,12.2,12.0
5419,8.77,6.64,10.3,10.7,12.8,12.0,12.7
5420,14.77,16.38,15.2,12.2,11.4,9.5,9.1
5421,38.75,42.79,40.9,42.2,47.8,15.9,15.5
5422,12.83,14.69,14.2,14.5,12.4,14.9,14.3
5423,11.22,11.4,11.7,13.5,13.5,16.2,15.8
5424,9.71,11.02,12.4,12.5,12.2,12.9,13.4
5425,17.67,15.32,14.2,13.2,11.3,12.1,16.3
5426,9.64,9.57,10.8,8.8,9.2,8.3,8.6
5427,10.26,11.87,11.3,10.7,10.6,10.6,9.6
5428,16.33,14.67,15.2,17.1,20.3,17.1,13.7
5429,10.82,14.2,12.2,13.5,14.0,15.0,11.2
5430,30.78,35.85,30.1,24.9,21.7,21.9,21.2
5432,9.99,9.96,7.5,9.8,10.1,10.5,13.8
5433,7.65,8.61,11.8,12.4,13.6,12.4,18.7
5434,4.19,4.11,4.3,3.5,2.8,2.5,4.3
5435,4.95,4.94,5.0,4.9,5.8,6.5,8.1
5436,6.31,5.39,4.8,7.4,8.4,7.5,6.3
5437,17.17,16.5,16.4,31.6,33.9,32.0,28.0
5438,4.97,7.76,8.3,9.7,7.3,9.6,7.4
5439,11.55,5.3,5.6,7.5,7.9,8.3,7.3
5440,6.54,6.31,4.4,4.3,3.9,4.6,4.4
5441,24.24,13.62,14.7,16.7,15.5,15.1,13.3
5442,11.38,11.08,10.0,7.2,6.9,5.7,7.2
5443,9.53,9.36,9.5,10.1,10.3,2.5,7.2
5444,11.76,9.85,8.9,8.8,8.8,10.2,9.4
