komnr,Befolkning 2020,2012,2013,2014,2015,2016,2017,2018,2019,2020
5001,205163,13093102.0,34936523.0,40571673.0,33466889.0,34753388.0,33004337.0,13430290.0,46357171,48955201.0
5006,24357,838871.0,1548291.0,1067529.0,2129702.0,1877974.0,1709629.0,1944492.0,2704785,1498952.0
5007,15230,0.0,585624.0,0.0,286555.0,1265971.0,1699349.0,2128288.0,2689159,4011955.0
5014,5151,0.0,589380.0,134850.0,3986990.0,4843322.0,3474788.0,4336384.0,2752534,4207057.0
5020,948,0.0,0.0,0.0,0.0,0.0,390095.0,879264.0,547237,473886.0
5021,7001,1235988.0,1401981.0,2707954.0,1603058.0,1663826.0,4570689.0,2608124.0,3835421,3242652.0
5022,2486,122176.15,72316.25,0.0,0.0,0.0,102394.0,0.0,430149,8935000.0
5025,5581,238554.04,319474.81000000006,0.0,0.0,0.0,0.0,0.0,0,0.0
5026,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5027,6238,281071.0,0.0,892245.29,436895.08,604192.0,622716.0,1145990.0,1579875,0.0
5028,16733,0.0,105837.0,0.0,320648.0,0.0,0.0,0.0,778588,404414.0
5029,8325,0.0,0.0,0.0,0.0,78525.0,268467.0,0.0,0,0.0
5031,14148,0.0,1325548.92,278620.16000000003,3151435.2199999997,,1422329.0,14070798.0,2023322,221132.0
5032,4062,0.0,529418.91,95675.0,328630.46,769174.0,843915.0,1486377.0,764844,585731.0
5033,769,5685.0,2767.0,137460.0,130270.0,535880.0,398408.0,1691000.0,1253606,2132000.0
5034,2422,0.0,0.0,0.0,280687.0,292300.0,156412.0,188885.0,517247,2244142.0
5035,24145,123176.0,205797.0,257595.0,302469.0,198313.0,114233.0,0.0,0,0.0
5036,2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5037,20164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609740,5561147.0
5038,14948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314271,0.0
5041,2063,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0,0.0
5042,1355,0.0,0.0,0.0,0.0,0.0,421480.0,0.0,265875,696474.0
5043,461,70206.0,751672.0,154639.6,608.0,712013.0,0.0,0.0,0,0.0
5044,843,225920.0,166317.0,0.0,0.0,478471.0,0.0,0.0,1651555,305103.0
5045,2359,0.0,0.0,0.0,0.0,1091867.0,1041761.0,545692.0,107423,544098.0
5046,1231,0.0,0.0,0.0,0.0,0.0,194972.0,416527.0,312179,0.0
5047,3884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5049,1103,0.0,0.0,0.0,0.0,258604.0,1157489.0,1701001.0,1150000,1385000.0
5052,557,60000.0,163000.0,9500.0,0.0,0.0,0.0,0.0,0,0.0
5053,6816,439000.0,873000.0,1130000.0,234000.0,0.0,0.0,121768.0,0,0.0
5054,10084,0.0,0.0,0.0,0.0,0.0,0.0,932620.0,9256693,1957619.0
5055,5963,476243.0,997292.0,269881.0,1606317.0,1789347.0,1392308.0,3097534.0,2042168,1460106.0
5056,5050,0.0,0.0,0.0,842000.0,,663244.0,2320.0,523840,35000.0
5057,10323,101982.0,0.0,0.0,701124.0,0.0,2050247.0,1382062.0,0,0.0
5058,4288,0.0,0.0,0.0,0.0,0.0,0.0,2151686.0,3042255,3119410.0
5059,18217,0.0,0.0,61691.0,275000.0,810654.0,4511135.0,4350151.0,2339243,7584505.0
5060,9623,55939.05,2987.149999999994,652409.32,238664.18000000005,1158575.0,0.0,54194.0,3060509,0.0
5061,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5401,76974,9310088.96,11617443.4,9456453.51,23234513.44,24984168.0,22981408.0,50195532.0,32298088,24718029.0
5402,24703,,,596038.0,1431578.0,1316265.0,1753506.0,2120236.0,2443552,1634866.0
5403,20789,3552000.0,7572000.0,10514000.0,6911000.0,5424591.0,7762700.0,4897980.0,4942788,4349987.0
5404,2029,,,3728863.0,2054502.0,1102481.0,2364481.0,1837756.0,589651,0.0
5405,5788,,,2705963.0,5626747.0,10059664.0,12160876.0,6916469.0,6658118,2537711.0
5406,11448,8241967.0,3930670.0,1267400.0,3022561.0,13542971.0,26194247.0,19252564.0,13476616,30972805.0
5411,2839,0.0,0.0,0.0,12440.0,144179.0,159232.0,0.0,0,0.0
5412,4216,0.0,95776.0,853127.0,517679.0,0.0,324803.0,784102.0,213492,637248.0
5413,1361,,,435438.0,151000.0,226313.0,0.0,0.0,0,0.0
5414,1091,0.0,138973.0,0.0,135263.0,2110067.0,257052.0,87558.0,260550,0.0
5415,1034,,,,,524055.0,1350747.0,,1161268,
5416,4005,0.0,489802.01,4793.55,0.0,,7355513.0,1134453.0,4332293,25588.0
5417,2146,4247295.0,4679588.0,6137589.54,4937765.0,8145704.0,9114797.0,521306.0,11470172,1456103.0
5418,6640,,3460578.2900000005,962645.19,988000.0,535257.0,1019495.0,2098675.0,5790305,10282028.0
5419,3464,353541.0,471272.0,3215340.0,5368996.09,0.0,0.0,4219648.0,0,0.0
5420,1083,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5421,14851,2979823.17,2601452.0,2413019.0,4745348.12,2771023.0,0.0,1991471.0,2954677,324341.0
5422,5559,59348.0,0.0,0.0,0.0,309626.0,466535.0,2825032.0,5193482,8026711.0
5423,2200,,,103065.0,374537.0,331817.0,583332.0,460676.0,561164,610918.0
5424,2794,20000.0,7000.0,25200.0,7400.0,0.0,11000.0,325130.0,0,0.0
5425,1829,0.0,0.0,0.0,0.0,5013844.0,5090910.0,70000.0,145144,0.0
5426,2071,1574720.0,280196.92,712080.0,5354139.0,4014207.0,2217475.0,359244.0,1029037,772396.0
5427,2927,0.0,0.0,0.0,10000.0,652300.0,408000.0,569396.0,1312556,3189094.0
5428,4861,0.0,0.0,0.0,620000.0,706027.0,1986092.0,916225.0,3210062,976523.0
5429,1191,132679.0,108219.0,688375.0,538235.0,506297.0,1288855.0,1532862.0,2741123,3041409.0
5430,2910,,,,,0.0,212223.0,909953.0,1344854,1080922.0
5432,888,396108.0,829022.0,0.0,0.0,342067.0,0.0,2305725.0,3026580,752743.0
5433,1005,,94000.0,192195.0,0.0,200320.0,460537.0,3683874.0,604886,5033246.0
5434,1225,497533.0,534570.95,1364264.27,972285.42,361077.0,1982003.0,91230.0,0,0.0
5435,3162,,10432.0,634512.0,0.0,398348.0,193351.0,0.0,343522,91128.0
5436,3998,0.0,0.0,0.0,0.0,147715.0,147830.0,27905.0,0,0.0
5437,2628,1258896.0,2265488.0,2061947.0,1754833.0,702636.82,5943447.0,1735867.0,936603,1867280.67
5438,1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
5439,1132,0.0,0.0,0.0,0.0,1061455.0,346798.0,1665546.0,1774620,4480584.0
5440,957,888430.0,290573.0,403351.0,133563.0,946323.0,482033.0,1583680.0,2587094,647152.0
5441,2918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000,110536.0
5442,926,0.0,0.0,208000.0,0.0,0.0,0.0,0.0,0,0.0
5443,2221,,,0.0,0.0,60770.0,441092.0,422099.0,0,0.0
5444,10158,5740934.0,14136197.0,13619077.0,13420000.0,6737000.0,8208000.0,4542218.0,9261295,13519442.0
